label,text
1,"因为地震原因客人不多,可是价格已经回调到很高,觉得实在不必要.不过各方面服务都是很不错的,还是比较满意.是不是继续入住,要看以后是不是还这么贵了."
1,总体上挺不错的!环境很好，服务也不错。
1,房间设施和卫生还可以，但不幸的是酒店2楼还是3楼是歌厅，即使在6楼，夜里也可闻歌舞声，另外就是晚上有骚扰电话。
1,"地理位置佳，在市中心。酒店服务好、早餐品种丰富。我住的商务数码房电脑宽带速度满意,房间还算干净，离湖南路小吃街近。"
0,1、车到酒店门口，没找到酒店，原来身边满是脚手架的大楼工地就是酒店，胆战心惊的走入，前台很破旧，很难想象是四星级的酒店。2、我住公寓套房，好像19楼，几部电梯只有一步到达，换了隔壁电梯才行，楼上走道昏暗，长长走廊，只有一两盏灯，，一出电梯眼睛要过一会儿才能看清东西，太省钱了吧。3、上午入住，电钻声不断，楼下房间原来在装修，携程也不事先告知，我晕！！！4、客厅较大，但太空了，只有沙发，却没有电视机，原来是叫人坐那里发呆的。5、洗澡没热水，一问，原来不是统一热水，而是电淋浴器，烧一桶要好长时间，一个晚上到第二天早上也没有热水出来，服务员说不知道为啥这样，四星级的无热水待遇，澡当然没洗，退房时心理和身上都发痒....6、口渴了烧水喝，电热水壶也坏的，打电话要换一个，说库房下班了，那是晚上八点多吧，从哪里变不出来一个？其他没人住的房间，你们经理的办公室...总能解决吧，不行烧一壶水上来也行啊，可他们就不理你，我只能跑到街上买水喝了！！7、所有家具设备都是陈旧的我想大家也会理解我的感受，我平时住店一般会先来看看众兄弟的网评，不好决不敢住。这次行程匆忙，是在路上电话预订的，酒店是携程反复向我推荐的，我才上了当，如果携程以后光注重经济效益而不注重酒店本身的品质，推荐这样的酒店，我看是要砸牌子的，毕竟你们也有竞争者的。补充点评2007年5月2日：再补充一点，宽带速度“奇快”，两个笔记本上网，一个酒店宽带，一个CDMA掌上宽带拨号上网，在联众打游戏，有线的网速还比不过无线的，还掉了几次线，送了人家好多分，呜呜...
1,"该酒店的设计理念是让住客感受农村的田园风味,沿水而建的别墅只是大,手工如同农民的村屋一样粗糙,不能细看,会影响心情.这次我们四个男人订的是独享双间别墅,实为三间房间,其中两间为大床,另一间为孩子房,与携程上提供的""大/双""有出入,酒店说已向携程反映床位问题,但这样酒店还是为我们换了间5房的别墅,只开两间房.别墅内有车库、厨房、冰箱、带烘干功能的洗衣机等，一应俱全，若房价平宜点，我会自驾车再住上几天的。"
0,真的不好..........................................................................................
0,楼下说的都对，实在是不值得住呀！位置很偏僻，晚上想吃个饭，还要打车出去。价格太高，移动的贵宾卡的折扣远比携程优惠。房间比较大，结果晚上很冷，服务员主动说送一床被子过来，可惜两天都没有送过来！洗澡间如楼下说的，插座在里面，非常危险，是不是要等出了事后才改造呀？早餐在前面的投资大厦一楼的咖啡厅吃，不方便，并且，早餐看似品种很多，只是看来看去，实在没有什么可以吃的。宽带倒是免费的，不过晚上有小姐电话骚扰、
0,住了普标，床小不去说，房间整体设施感觉象招待所，房间里还有一股以前房客留下的脚臭味。以后再也不住了。不过前台小姐的服务可圈可点！
1,房间还行，满适合商务出差。距离机场仅35~40分钟的车程，就在天津经济开发区内，属于塘沽地区。周边环境已经很成熟，餐饮娱乐都有，个人感觉很方便。补充点评2007年12月26日：但是低楼层的房间没有窗户，这一点可能会比较令人郁闷。当然如果多出一点钱就可以订到楼层高一点（10楼以上）的房间，那养的话窗外风景感觉就迥然不同了。前两天刚去过，正值圣诞夜，还获赠了一个圣诞老人的蜡烛，很可爱哦！
1,出乎意料，大力推荐的一个酒店。游西海大峡谷的话，绝好的落脚处。我是第三次上黄山，山上潮湿我是知道的。看过本站帖子，已有心理准备。但此酒店房间一点潮湿感觉都没有。电暖器片工作良好（西门子的），房间足够暖和。记得以前来黄山（分别是十年前和二十三年前），也住过800多块的酒店，但被子中感觉似乎是可以拧出水的。我在南方生长过，对潮湿有一定的适应能力，但那时的山上的潮湿，还是让我几近不能接受。不过考虑到当地的环境，是情有可原的。不过这次LP（没怎么出过门的北方人）还是觉得床褥有点“潮”，不过也觉得很不错的。在我看来，所谓的“潮”只是南方天气造成的“凉”而已。北方人不太习惯。洗澡水很好。自带干粮没上馆子，所以对菜品菜价没得发言权了。前台男服务生也挺好的。虽然没有特别热情各感觉，但挺职业并且有问题的话也乐意给予解答。总之这次住宿免去“受潮”之苦，实为意外之喜。要知道，在走了那么多山路之后有个舒服的卧榻是多么幸福的事啊。强烈推荐。（注：当然请各位要上山的朋友们不要拿这里的房价跟其他地方相同房价的房子来比较，我觉得那样比的话就没什么意思了）
1,"入住的是豪华单人房,需要说明的是这个房间真的很小，这个价格和房间的大小是在不和谐，酒店硬件尚可，虽然在路边，但是晚上休息并不觉得吵闹，房间的隔音基本满意，酒店内部的餐厅我的评价是很差，菜烧的非常难吃，价格还贵，除非大家图方便，否则不推荐在那里就餐。整体感觉中规中矩，离皇岗（福田）口岸还比较近，如果要从这个口岸出关应该还比较方便。"
1,其它都可以但本次提供的房间不好窗户离墙只有几公分，应事先和客人打个招呼说明一下，否则很郁闷。
0,我是代同事们预订此酒店，之前听说此酒店不错，但没想到几次打电话到酒店咨询事情，前台服务员的态度非常不耐烦，非常差。作为酒店，前台是举足轻重的部门，竟然有这样的服务，令我非常失望。
1,酒店的服务非常好，工作人员很热情很有效率。大厅超级大，房间装修有一点点旧，不过不影响本人对这家酒店的好感。酒店离机场10分钟车程，非常方便。门口是在建的高架，周围环境目前一般。
0,该酒店无论硬件还是软件都达不到4星级。院内停车要交费，房间小，装修档次低，房间床和电视机等档次太低，卫生间小且配套用品品种少档次低。与420元豪华房间价格及4星级酒店标准差距太大。如果挂牌4星，山东旅游局相关人员肯定受贿了。给曲阜，给山东丢脸，有骗人之嫌。
1,不错，下次还考虑入住。交通也方便，在餐厅吃的也不错。
1,酒店设施倒是满陈旧，不过一楼中餐厅的饭菜却很合我口味。一打听才知道是广东厨师，就为这个，我下次不住雅和了。
1,非常好。国内最好的酒店之一。各方面都不错。
1,酒店服务很好，床很舒服，也许是比较喜欢西餐的原因，个人比较喜欢万豪的早餐，交通方便，因为去香港两天都在下雨，显得尤为重要，楼下通太古广场和地铁，大半时间都在太古逛了，还顺便看了一场电影，从LG去地铁站坐地铁去尖沙咀和湾仔都只有一站，铜锣湾只有两站，以后再去还会考虑住这里
0,"非常糟糕的酒店,住了1天,停电两次,酒店装修的材料很劣质,甲醛的味道让人睁不开眼睛.地理位置也很差,打车很不方便,每次出去都要让前台提前叫车."
1,酒店周边环境不错，对面有大润发购物比较方便，房间还可以，服务也可以，总体性价比还算不错。
1,前台有点傻，可能是新人吧！早餐没吃上，不敢乱评。感觉比水晶宫好。推荐入住。补充点评2007年10月18日：另，一楼翠亨粤菜点评：干炒牛河太湿，蒸凤爪不入味，这两个点心一吃就知不怎么正宗，粤菜馆连点心都做不好，还混什么？凤爪都搞不好的还卖鲍鱼！谁敢买？
1,酒店位置不错，在市中心最热闹的地方，购物和吃饭都很方便。标房房间比较小，卫生间台盆下水有点慢，其它都不错。
0,"这次入住和上次相比,感觉差很多啊...卫生间马桶一直漏水,早上打扫房间服务员简直像抄家一样,搞的整个楼层都鸡犬不宁,想多睡一会儿都不行;晚上2层的KTV音响一直闹到半夜,住在3层的我不但没法睡觉,连听电视的声音都有困难.下次再去扬州,我肯定要换个酒店了."
1,酒店位置不错，房间也比较干净。酒店服务员的办理速度还比较快，而且态度不错，主动告诉我们到各旅游点的公交线路。早餐一般，但是老公说还可以。在这里吃了一顿晚饭，也是一般。不过这里到洛阳的各个大景点的公交非常方便，就在酒店门口，出门就是。不错
1,"酒店的大堂太小,装修也感觉比较旧了.服务人员态度不是好,最后还是找的一个外国服务生办理入住,感觉比中国服务生态度要好.总体感觉起来不像是五星反而像四星宾馆.两个人才送一个巧克力,唉,,也不至于这么小气吧,中间服务生打扫房间之后特意把依云矿泉水放在床头醒目的位置,目的就不用说了,洗漱用具是三星级标准..."
1,通过朋友介绍住了苏州南林饭店，一进酒店大堂感觉就很好，酒店的行李员、前台服务员、大堂经理都很热情，有种宾至如归的感觉，房间也很有特色，背景墙上有金色字体的诗词，我住的是朝南的景观房，感觉真的很好，一出门就是娱乐酒吧一条街、美食一条街，出门很方便，下次来苏州我还会选择南林的，我也会介绍我的朋友入住南林饭店！
1,一般的4星左右水、的来呼呼。格太。
0,"房间装修差设施也不好,早餐很一般.位置偏僻."
1,4星价格比较高，地理位置还可以，不堵车很重要。房间比较宽敞，宽带上网有时不太好，经常掉线。
1,"相对价钱,酒店真的不错,交通方便,干净整洁,"
1,忍不住说两句，这里的性价比的确很高，院内幽静、安全，走廊也十分安静，透着私密性，房间中配备吹风机、小闹钟、台历，还有免费咖啡、矿泉水以及擦鞋服务，感觉很贴心。我住的是古典大床间，但床不是很大，“古典”不知体现在何处，另外周边200米内似乎没有早点铺，或许因为春节期间全关门了。
1,家具太陈旧，早餐也很简单。这些都不说了，让我气愤的是我裤兜里的300块通知洗衣前忘了拿出来，等到4小时后想起来再打电话询问的时候已经没有了。房务中心的服务员很甜美地告诉我：“确实没有看到，我们在洗衣前有三道检查的，麻烦您再找找。”我不想冤枉她们，找遍了所有的地方可就是没有。无话可说....下次不会再住那里了。
0,我再也不会入住该酒店了，这是我住过的最差的酒店，热水至少要放5分钟才会有，而且宾馆设施陈旧
1,没有行李员、淋浴房的门不挡水、水温忽冷忽热、马桶不够干净、早餐没什么吃的、前台服务算不清帐、不专业。
0,这是我住过携程最烂的酒店，纯粹一招待所。听说靠近南湖，所以订一间豪间，一进门就失望了。1、进门时，大堂接待在随意的聊天，而且大堂里还有一个穿球衣的高大男子，肩膀上有很清晰的刺青。2、电梯地毯非常脏，电梯上的粘贴画已被涂鸦和损坏，也不见有人处理。3、我进房10分钟后，宽带还没开；打电话去前台，说还要十分钟。4、网速奇慢。5、晚上10点左右，网络断线，打电话房务中心，回复让我找前台，打电话前台，也没说让网管上来看看（有无网管我怀疑），说是服务器调整，让我等。6、卫生间渗水严重。7、房间布局根本不象酒店，而是招待所。8、隔音奇差无比，外面任何声音都能清晰的听见，毫无私密性可言。9、宽带接入口及不合理，在床边。我一般很少评价的，这次实在感觉糟透了。建议携程以后签定协议单位时对酒店做全面了解，不要把招待所弄成酒店，否则会砸牌子的。看来以后去嘉兴还是去香溢了。补充点评2007年7月7日：顺便说一下，我住的豪单价格为240，也不便宜。在嘉兴，同等价格的莫太、e代性价比绝对都要强。
1,1.前台服务人员很有礼貌与热情。2.定的是大床房，房间空间和格局不错，就是地毯有点脏，冰箱的声音晚上有点吵。3.地点对于晚上想泡酒吧的游客很适合。4.酒店周边很多不错的小饭店。5.这个价位，姑苏的信价比不错。下次还要住这里。
1,尽管距离杭州有不止四十分钟的车程，且下高速路后到酒店也需要十多分钟，周边也没什么景色，但还是大力推荐此度假村，一则家庭套餐极为实惠，复式房可住三代人，顶层阁楼带天窗的房间超大，且有晚上仰望星空的浪漫。二则酒店的服务态度很好，我的车深夜发生故障，大堂经理连夜找市区的修理厂上门修理，下班了还多次来电关心修理进度，很感动。
1,"一开始看了别人的评价比较担心,入住后觉得很好.我订的是豪华大床房,房间大,设施也算齐,济源没什么旅游资源/商业也不算发达,所以在5.1期间性价比很好.特别是服务员态度很好,很满意"
1,这次和同事一起订的房间，我在22楼，房间明显没有同事10楼的好，下次预定一定要指定楼层了。
1,即将新建无线网络，不管如何，吃的东西还是不错的，就是有点贵而且不能算在房费中，有点不划算
1,房间状况不错，较大，也很卫生。但是服务人员服务水平还需要进一步提高。下次还会选择。
0,"theroomistoosamll,andtherestrauntisterrible.thesurroundingareaisdirty宾馆反馈2008年7月21日：Wearesosorryforanyuncomfortableandinconveniencecausedbyourfacilities.Wesupposedyoucouldchooseourdeluxeroomorsuiteforyournextstayformorespace,andwilltryourbesttoimproveourrestaurant.Sincerelywishcanhaveyouwithusagain."
1,酒店自动把房间升级成套房，不错，赞一下！但服务人员未免太自说自话，送水果也不能未经同意就自己开门进来啊！寒......希望加强培训！宾馆反馈2008年8月4日：非常感谢您的宝贵意见，我们将会在以后工作中加强此方面的相关培训。欢迎您的再次入住！
1,硬件设施不错，还有赠送的水果，早餐比较丰富，不足的是隔音效果差，晚上能清楚地听见隔壁的谈话声及嘿咻声~~
1,郴州第一的酒店。可惜离市区太远了，办事非常不方便。酒店的硬件相当不错，但服务员缺乏培训，对于入住和离店的手续办理速度过慢。酒店的华天食街相当方便。
1,2006年3月下旬入住过南湖宾馆后，当时酒店刚装修过。房间宽敞，布局合理，而且还有一张带台灯的玻璃书桌。2007年12月13-16日再次入住。宽带免费，有部分房间提供传真机。免费提供中西合璧早餐。中餐有豆浆、豆腐花、白粥、肉粥......每天都有更换不同的小菜。我最喜欢西式烟肉、肠仔、冷火腿。这是我再次入住的原因之一。无论从酒店外观、环境、服务综合指数都比较高。明年再到此入住。望服务水准有增无减。
1,不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错
1,我们定的是特价大床房，很幸运，去了就免费升级成豪华大床房了。位于四楼，房间还算宽敞，而且很干净。我喜欢洗手间的玻璃屏风，这样显得整个房间比较大。不喜欢透明的话还可以放下卷帘。这儿的床很好。床旁边的台灯也漂亮。唯一毛病是淋浴房门无法合紧，洗澡的时候要拽着门，防止水溅出。好在只住一晚，这点小困难还可以克服。总的来讲，三百元就住到这样的旅馆，性价比已经非常好了。
0,真不可思意，一周后再次入住该酒店还是给我上次入住的1017房（单人间），因房间靠近酒店内部的风道控制系统，噪声实在太大，第二天在强烈要求更换房间，酒店答应了我的要求，当晚才得以安睡。
1,"我入住的时间是9月7日到9月10日,528元一天携程价，这是个标准三星级酒店，和照片里的大堂环境相去甚远，没有给我两眼一亮的感觉，但它送双早餐的，地理位置不错，靠近海边和音乐广场，走到五四广场也就几分钟的事，房间的设施很普通，最后一天马桶坏了，第一天床单没有换过，掀开都是毛发，通知大堂后立刻来换了，某些服务生微笑服务的痕迹太过明显，不太自然，早餐还可以，和528一天的消费来讲，我觉得性价比不是很高,毕竟不是海景房。"
0,很一般的酒店，不过汕尾也就这样的水平了，无奈
0,前台的197号服务员，是个大约四五十岁的中老年妇女，态度很差。入住登记的时候就一脸很不爽的样子，随时要跟我们吵架，句句都是在抱怨和指责，白眼一个接一个。我们忍了，但友情提醒以后来入住的旅客，对这里的服务期望值不用太高。另外，房间紧邻4环，噪音较大。
1,朋友来上海玩，因为都是刚开始工作，就选了离我家比较近又经济实惠的如家房间很大很宽敞，2*2米的大床两个人睡都绰绰有余，超级喜欢的！房间的装潢布置简洁干净，橙色的墙面和窗帘还有壁画感觉很温馨。另外服务态度也不错，在电梯里碰到打扫卫生的阿姨还笑着跟我们打招呼^^就是房间的纱窗很脏，应该定期冲洗一下。马桶圈上有陈年污渍，感觉有点恶心，毛巾边角偶尔也有点点的小污渍，希望都可以检查更换。最后大门进来的一路上有些坑坑洼洼，下雨天就积水了，如果从整体环境考虑的话建议把路面修修平，还有门口那个不知道是保安还是出租车司机，有点莫名其妙……总体来说还是很满意的，有机会一定还会再住宾馆反馈2008年6月12日：尊敬的宾客：您好！感谢您对酒店的支持和肯定。至于您提到的房间硬件设施上的问题，酒店已列入下半年整改计划中，并在逐项实施中，毛巾已全部更换新的，纱窗已在清洗中，马桶圈也已列入年度整改计划，门口的地砖因前几天下雨而耽搁，现已全部修补完毕。关于门口的安保，酒店已在第一时间联系了物业的经理，在工作时间，注意细节操作，制止负面的形象再次的产生，加以督导。酒店将以完善的设施和更好的服务期待您的再次光临。
0,在当地算是比较好的酒店，所以每次去当地出差基本上都会住这家酒店。酒店服务一般，设施不是很理想，如果能够有针对性的进行改进会更好。
0,"早上八点多到酒店,预先订了房的,却被告知十二点"
0,基本上是个硬件很差，服务尚可的酒店。入住第一晚，空调出风口没装好，有金属碰撞的声音，不大，但足以让我一晚上在床上做思想斗争是否起来叫人修一下。总之就是没睡好。卫生间很窄，灯光昏暗，非得开浴霸才能亮堂点。毛巾没一条不掉毛，估计从计划经济的时候就开使了吧，洗了这么多年也够不容易的。还好床上用品都挺干净。家具很陈旧了。服务不错，入住，离店都很快。门童用几乎挑衅的眼光目送我们拿着一堆行礼推门入店，到前台办理入住。没有问候，没有帮忙。呃，还有之前那位老兄提到的，电梯真的很不方便，三部电梯分散联动，中间有个拐角挡住，运气不好得来回跑。决不住这儿了。呃，后面是有条街，也就一家做肥肠的门脸大点，东西不好吃，上桌的菜里有捆菜的塑料绳。
1,算是海口市比较好的酒店了。处于市中心，购物方便。服务态度好。保险柜出问题了叫人来开，打个电话很快几个人就来搞定了。结果他们走了之后，设定密码还是弄不好，再次叫他们过来指导，也是很快就来了，没有厌烦，很好的笑脸。
1,开始通过携程预定的是普通标准大床房，地毯脏，床太小，较差！后来加１００元生到行政间，还可以！比较干净．酒店服务总体还可以．值得一住．
0,在喀什，如果通过ctrip预定，这是仅有的2个选择之一。优点：在汉人区，附近有夜市，房间里有宽带。缺点：虽然在喀什算是还凑合的，但条件还是很差（没错，我住的已经是这里的“贵宾楼”了），感觉房间陈旧20年；根本无法刷卡（虽然他们门可罗雀还要求你用信用卡担保...）；宽带设置烦琐，需要设置用户名密码；早餐也比较差，一楼设置的旅行社报价比其他地方贵。建议后来者不要看到这里有宽带或者方便通过ctrip预定就随手预定这家了，可能会影响你的出游心情。喀什现在听说新建了一个四星级酒店，塔西南石油管理局开的，我猜比这个会好。
1,"很不错的酒店,我入住时订的单人床，425房间，220元，宽带、电话等均为免费。在众多入住的三星级标准里，算是很不错了。另外就是一入房间，酒店的摆设就让人感觉到很温馨，连马桶里都放有花瓣。如果是10分的满分，我给9分。一分是扣除床容易发出响声。宾馆反馈2008年2月1日：非常感谢您选择友好饭店，首先您对酒店的高度评价是对我们工作的莫大肯定，我们会更加努力把工作做得更好；其次，谢谢您提出的问题，酒店今年就要重新装修，我们会有针对性的给予解决；最后，再次感谢您的点评，期盼您的再次光临。"
1,房间比较小，但非常温馨，设施全面，房间上网需要收费，但在楼道里有免费上网电脑。
1,"帮同事订的酒店,他老兄刚从东莞回来,详细地问了一下他对粤海酒店的印象,说是硬件和软件:极好!所以表扬一下"
1,"我于10月28日入住酒店.白天游览黄龙后,晚上7点登记入住,结果房间门卡有问题,以至我楼上楼下跑了三趟才能进入房间,这太不应该了.另外该酒店在预订时强制选择信用卡担保,当行程临时改变不能入住时,携程答复是:酒店将自动从信用卡中扣除当天的房费,太霸道了."
0,除大堂像一个挂牌五星级酒店外，其他真的没找到可以达标的。设施陈旧，比如地毯差，而且脏！床和被子跟一般的小酒店差不多，卫生间也一般，总之在大堂感觉很好，到了房间就发现被大堂忽悠了！
1,"8月初去的,政府招待所性质,所以服务可想而知,不过邯郸实在没什麽地方值得落脚,凑合着去住了.房间刚装修完,气味浓重,开窗户纱窗不严,怕进蚊子,不开实在熏得慌,熬了一夜落荒而逃.."
0,"我住的是豪华套房,折后价是2990,但是入住后发现性价比极低,套房是在前面一幢楼,最高是9楼,完全看到不前面人民广场的风景,而且房间比较小,是我住过的五星级套房中最小的,以后绝对不会再选择这个酒店了."
1,除了咖啡吧那硬硬的巧克力蛋糕，其他服务都符合喜来登的标准，有宾至如归的感觉。
1,贵宾楼的房间还比较有档次。但是大床间里，机顶盒的信号奇差！浴室里没有浴缸，拖鞋质量不好，床上用品业一般。国际饭店的环境还是不错的，闹中取静。
1,临海木屋住了两晚，写点自己的感受吧。蜈支洲岛很不错，海水清澈，沙滩白细，景色很美，只是不适合游泳。唯一开辟的游泳区域很多珊瑚，扎脚，我就被扎破了。岛上有几个游泳池，倒还算不错，可以一边游泳一边欣赏海景。临海木屋中6688号的景色是最好，如果可以建议预定这间房屋。木屋中设施不错，虽然没有酒店豪华，但是面积不小，而且还算是干净。晚上听着青蛙、小虫、壁虎的鸣叫，感觉很不错。岛上吃的东西比较贵，味道算是一般。西餐厅可以晚上去，一边吃饭一边看夕阳，非常有感觉。中餐厅味道稍微好一点，但是价格不便宜，两个人怎么也要100块钱。建议住在岛上，可以在游客还没有到来的时候感受一下岛上的悠闲生活。我去的时候是淡季，晚上好像是我们两个人的小岛一样。岛上开发不错，服务也很热情，海上项目中觉得摩托艇最刺激，潜水没有参与，但是听说没什么意思。其实在临海木屋下面，也就是岛主别墅对面有一小片沙滩，那里海水清澈，戴上游泳镜就可以潜水，也可以看到小鱼和珊瑚什么的。
0,"早餐很差劲,不过一般这种地方的四星也差不多就这样了."
0,"7月21日就提交了订单，结果7月26日我们其中2个朋友先行到达酒店，他们由于2人中一位未带有效证件，结果前台足足让他们等了一个小时也不给他们解决（据前台说是7.25接到公安局的通知，每位住店客人必须提供证件），本身恰逢奥运期间公安部门提出这样的要求，我们作为中国公民全力配合也无可厚非，但是酒店的几个作法实在是让我们无法忍受：1、7月25日晚我们曾经致电酒店，但是酒店根本未提醒我们有如此新规定，同时在我们提交订单近一星期内也未有酒店或携程事前通知我们；2、我们2位朋友足足等了一个小时后，我们也赶到了酒店，又把我们晾在一边达1个多小时，只顾给其他客人办理手续，不给我们提供解决的方法；3、作为号称6星级的酒店，此事件自始至终前台人员未见到笑脸，似乎错全在客人这边，难道号称与国际接轨的6星级酒店就是这样培训员工的；4、我们要求酒店提供公安部门下发的相关文件，结果前台人员回答，是公安部门电话下达的，酒店没有文件，作为一名有稍有常识的公民，在当今这样的信息化时代，政府部门都遵循信息公开的原则，若真有诸如此类的文件下达，也不至于会如此不正规操作把，故此我们十分怀疑酒店的说法。5、在于酒店交涉后，酒店人员竟然十分蛮横的回答，如果我们不能按照他们的要求做，就不接待我们了，鄙人实在对“半岛”品牌的规范度、信誉度感到十分震惊，室外是高达40多度的高温，我们是驱车2个半小时才到达酒店的，难道真正的“半岛”集团酒店会如此对待他们的客人。（后得知此半岛是盗用香港半岛名称，不知香港半岛酒店管理集团得知有这样的“李鬼”兄弟会做何感想，也不知当地工商管理部门是如何会让这种水准的团队使用享有盛名的“半岛”品牌的）；6、期间有一位身着经理服装的女士出来接待，都是说2句话就跑开，号称去请示上级，一请示就是15、20分钟，真不知这位经理是什么级别，更有甚者，此位经理还出言不逊，说出门带证件是常识问题，我们斗胆问一句“那信息提前公开告知”是否就不是常识问题了，似乎我们都是些没有常识的人，似乎我们这些没有常识的客人是不配入住这种“高贵”的酒店的，这是对客人的极度不尊重，是对我们客人人格的极大侮辱。7、我们本着息事宁人的态度提出从上海将证件传真至酒店，请酒店先行办理checkin手续，结果前台也是出尔反尔，一会说可以，一会又不行了，最后也是在我们态度强硬的情况下，足足耗了1个小时后才满足了我们这群饥肠辘辘的客人的基本要求；8、checkin手续办完后，突然又说只能给我们2个房间，说其中一个房间还在打扫，我们看了时间，此时已是中午12点35分了，按照国际管理，当天客人入住最晚应在12点，我们实在是对此酒店的服务水平大大怀疑；9、我们预定了泳池湖景房，结果根本看不到湖，真不知这个湖景从何而来；10、凌晨4.：45分，竟然有2位男客人到泳池游泳，影响到我们根本无法入睡，酒店竟无一人前去劝阻。归于以上种种（还有许多细节不满之处不再一一叙述），我们真诚的对携程网提出我们的建议，此种水准的酒店以后真是不要再推荐了，一来使客人遭受折磨，二来也大大有损贵网站声誉！补充点评2008年8月2日：对于该酒店不负责任，缺乏诚意的反馈，实在是有愧于挂出的“六星”标志,我十分赞同楼上朋友的点评“对不起这六星，这家酒店没有管理好，希望下次可以看到新面貌！”：1、酒店既已承认25日就接到公安部门通知，却给予携程网的客服人员26日上午才收到通知的信息，不知如此欺骗公众的酒店如何生存；2、请酒店再次调出当日的录像资料，请你们公司全体高层好好学学什么叫微笑，好好培训你们的前台，你们的前台脸上出现过笑容吗？3、明明是我们的朋友自己提出传真身份证件，而前台一会说可以，一会又说如果没有证件恕酒店不接待，现在竟然变成了酒店总经理决定的事情，那我们只好在此感谢贵酒店总经理的“真诚服务”了；4、请酒店尊重我们的公安部门，难道我们的公安部门作为国家执法机关，会如此不规范、不严谨吗？（前面承认接到指示《凡是入住酒店的客人均需出示身份证登记，否则将对酒店和相关工作人员以及住店当事人均要做出特别时期的严肃处罚》，很明确的使用了书名号，后面又说公安部门不会为此发文，不知酒店如何自圆其说？）5、另外自始至终就是那位不会笑的前台小姐接待的我们，不知酒店所谓“前台其他员工从何而来；6、自己也承认自己是“1881半岛”，难道半岛前面加个“1881”，就和香港九龙“半岛酒店”是一脉相传吗？酒店都不知要尊重客人，却指责客人不尊重酒店，对于酒店如此“真诚”的反馈，我们只好在此很真诚的回复贵酒店，我们是再也不会享用该酒店的“六星”服务了！也奉劝贵酒店，诚信是生存之本，切记！宾馆反馈2008年8月7日：针对你26日入住时无法正常出示身份证登记的情况，酒店方查看了当日录像全过程，并对所有当事人进行了全面调查。奥运会即将开幕，为了确保奥运会及全国人民的平安，25日我们得到公安部门的紧急指示《凡是入住酒店的客人均需出示身份证登记，否则将对酒店和相关工作人员及住店当事人做出特别时期的严肃处罚》。对应您提出的意见，酒店慎重做出以下答复：一、7月25日公安部门强调了必须出示所有住店客人身份证登记的紧急指示，而作为公民入住酒店是必须携带身份证的。这一常识。不需要公安部门做任何发文！希望你懂得。二、你朋友11:40进店至12:25CheckIn手续办好，共45分钟，和你说的等待2小时多不符。正因为我们尊重客人，所以当你和你朋友在大堂吵闹时，我们前台其他员工非常礼貌地为其他住店客人快速办理了checkin。三、无锡1881半岛酒店隶属香港1881半岛酒店集团公司！再次声明！！四、我们1881半岛酒店、可能会对极少个别客人不“尊重”，其目的只是为了更好的尊重服务于其他客人，为其他客人提供更好、更高品质的服务环境。当时相关经理的出现正是想尽快解决问题的，也是在她的协调下，在45分钟的过程中解决了你们的问题。没有一点不尊重你们，更谈不上出言不逊。五、酒店零距离泳池房在你入住前一天是客满的，你预定的房间必须是前日客人退房后(入住1881半岛酒店客人享有住房保留到14:00退房的权利)才能提供给你。我们不可能会因为你的到来，而提前把前住店客人推至门外！按照国际惯例(ctrip的公开公布):14:00是你的入住时间，酒店尊重并遵守了此惯例！六、诽谤及诬蔑是不道德的，1881半岛酒店所有零距离泳池房，都能透过泳池清晰看到全湖景！！其主要特色是客房与游泳池紧相连，也是目前国内最前卫的设计理念。七、对于凌晨有客人游泳，我们也做了相应的调查，有2位住泳池房的醉酒客人，未按照酒店规定时间游泳后，不到5分钟便由保安劝慰回房了，在此深表遗憾。针对你的补充点评，我们做出如下反馈：一、我们酒店实行不卑不亢的微笑服务标准，深知微笑服务的重要性，但是，我们的微笑只会给予值得尊重的客人。二、我们在奥运会期间严格执行公安部门指示，希望你们不要玩一些文字游戏，打书名号只是为了让你们跟上奥运步伐、更清楚的认识到：非常时期出示身份证的重要性。我们真诚欢迎并保护好每一位有素质、有品味的客人，并提供舒适安全的服务环境，反之……"
1,"房间还算干净,服务员服务尚可,2星标准差不多就这样."
0,如果你没有足够的耐心可以忍受差劲的服务，就不要入住了
1,"房间内环境还是不错的,就是上网有点贵,12块一个小时,还有门口修路,门前环境不好"
1,"特别喜欢房间里的床，睡觉非常舒服。但酒店周围环境不好，特别是很难叫到车，足足等了1个多小时，耽误了不少时间。补充点评2007年11月9日：不喜欢酒店周围的环境,很乱很脏，但老外特别喜欢，据说有上海的特色吧。"
0,住过几次，总感不好。很多房间靠街很吵，换房还要加钱且服务态度不好。有些房间装饰气味难闻。6点半早餐拖时准备好，煎蛋工7点还不到位。
1,替朋友多次订过该酒店，挺不错的，唯一就是停车不方便，从青年大街进入停车场以及从停车场驶入青年大街都不太便利。
1,最实惠的635的套房优惠政策竟然对CTRIP不适用了，这令人很不解。直接打电话给它，它会有638元的优惠套房，很多优惠政策的。
1,比较满意，房间很干净，不过卫生间的水龙头有漏水现象。还有点遗憾的是前台接待有个女（30多的样子）的态度一般，不知道是不是那天客人比较多的缘故。
